product_cd	category_major_cd	category_medium_cd	category_small_cd	unit_price	unit_cost	category_major_name	category_medium_name	category_small_name
P070301018	7	703	70301	218.0	164.0	瓶詰缶詰	和風調味料	醤油
P070301019	7	703	70301	225.0	169.0	瓶詰缶詰	和風調味料	醤油
P070301020	7	703	70301	233.0	175.0	瓶詰缶詰	和風調味料	醤油
P070301021	7	703	70301	248.0	186.0	瓶詰缶詰	和風調味料	醤油
P070301022	7	703	70301	258.0	194.0	瓶詰缶詰	和風調味料	醤油
P070301023	7	703	70301	285.0	214.0	瓶詰缶詰	和風調味料	醤油
P070301024	7	703	70301	285.0	214.0	瓶詰缶詰	和風調味料	醤油
P070301025	7	703	70301	285.0	214.0	瓶詰缶詰	和風調味料	醤油
P070301026	7	703	70301	288.0	216.0	瓶詰缶詰	和風調味料	醤油
P070301027	7	703	70301	318.0	239.0	瓶詰缶詰	和風調味料	醤油
P070301028	7	703	70301	318.0	239.0	瓶詰缶詰	和風調味料	醤油
P070301029	7	703	70301	318.0	239.0	瓶詰缶詰	和風調味料	醤油
P070301030	7	703	70301	318.0	239.0	瓶詰缶詰	和風調味料	醤油
P070301031	7	703	70301	325.0	244.0	瓶詰缶詰	和風調味料	醤油
P070301032	7	703	70301	345.0	259.0	瓶詰缶詰	和風調味料	醤油
P070301033	7	703	70301	358.0	269.0	瓶詰缶詰	和風調味料	醤油
P070301034	7	703	70301	358.0	269.0	瓶詰缶詰	和風調味料	醤油
P070301035	7	703	70301	368.0	276.0	瓶詰缶詰	和風調味料	醤油
P070301036	7	703	70301	388.0	291.0	瓶詰缶詰	和風調味料	醤油
P070301037	7	703	70301	395.0	296.0	瓶詰缶詰	和風調味料	醤油
P070301038	7	703	70301	418.0	314.0	瓶詰缶詰	和風調味料	醤油
P070301039	7	703	70301	428.0	321.0	瓶詰缶詰	和風調味料	醤油
P070301040	7	703	70301	488.0	366.0	瓶詰缶詰	和風調味料	醤油
P070301041	7	703	70301	488.0	366.0	瓶詰缶詰	和風調味料	醤油
P070301042	7	703	70301	535.0	401.0	瓶詰缶詰	和風調味料	醤油
P070301043	7	703	70301	535.0	401.0	瓶詰缶詰	和風調味料	醤油
P070301044	7	703	70301	538.0	404.0	瓶詰缶詰	和風調味料	醤油
P070301045	7	703	70301	538.0	404.0	瓶詰缶詰	和風調味料	醤油
P070301046	7	703	70301	548.0	411.0	瓶詰缶詰	和風調味料	醤油
P070301047	7	703	70301	548.0	411.0	瓶詰缶詰	和風調味料	醤油
P070301048	7	703	70301	558.0	419.0	瓶詰缶詰	和風調味料	醤油
P070301049	7	703	70301	558.0	419.0	瓶詰缶詰	和風調味料	醤油
P070301050	7	703	70301	558.0	419.0	瓶詰缶詰	和風調味料	醤油
P070301051	7	703	70301	688.0	516.0	瓶詰缶詰	和風調味料	醤油
P070301052	7	703	70301	718.0	539.0	瓶詰缶詰	和風調味料	醤油
P070301053	7	703	70301	718.0	539.0	瓶詰缶詰	和風調味料	醤油
P070301054	7	703	70301	718.0	539.0	瓶詰缶詰	和風調味料	醤油
P070301055	7	703	70301	728.0	546.0	瓶詰缶詰	和風調味料	醤油
P070301056	7	703	70301	1000.0	750.0	瓶詰缶詰	和風調味料	醤油
P070302001	7	703	70302	200.0	150.0	瓶詰缶詰	和風調味料	みりん
P070302002	7	703	70302	200.0	150.0	瓶詰缶詰	和風調味料	みりん
P070302003	7	703	70302	218.0	164.0	瓶詰缶詰	和風調味料	みりん
P070302004	7	703	70302	218.0	164.0	瓶詰缶詰	和風調味料	みりん
P070302005	7	703	70302	218.0	164.0	瓶詰缶詰	和風調味料	みりん
P070302006	7	703	70302	268.0	201.0	瓶詰缶詰	和風調味料	みりん
P070302007	7	703	70302	288.0	216.0	瓶詰缶詰	和風調味料	みりん
P070302008	7	703	70302	288.0	216.0	瓶詰缶詰	和風調味料	みりん
P070302009	7	703	70302	328.0	246.0	瓶詰缶詰	和風調味料	みりん
P070302010	7	703	70302	328.0	246.0	瓶詰缶詰	和風調味料	みりん
P070302011	7	703	70302	328.0	246.0	瓶詰缶詰	和風調味料	みりん
P070302012	7	703	70302	328.0	246.0	瓶詰缶詰	和風調味料	みりん
P070302013	7	703	70302	338.0	254.0	瓶詰缶詰	和風調味料	みりん
P070302014	7	703	70302	388.0	291.0	瓶詰缶詰	和風調味料	みりん
P070302015	7	703	70302	448.0	336.0	瓶詰缶詰	和風調味料	みりん
P070302016	7	703	70302	448.0	336.0	瓶詰缶詰	和風調味料	みりん
P070302017	7	703	70302	558.0	419.0	瓶詰缶詰	和風調味料	みりん
P070302018	7	703	70302	558.0	419.0	瓶詰缶詰	和風調味料	みりん
P070302019	7	703	70302	558.0	419.0	瓶詰缶詰	和風調味料	みりん
P070302020	7	703	70302	588.0	441.0	瓶詰缶詰	和風調味料	みりん
P070302021	7	703	70302	698.0	524.0	瓶詰缶詰	和風調味料	みりん
P070302022	7	703	70302	698.0	524.0	瓶詰缶詰	和風調味料	みりん
P070302023	7	703	70302	800.0	600.0	瓶詰缶詰	和風調味料	みりん
P070302024	7	703	70302	848.0	636.0	瓶詰缶詰	和風調味料	みりん
P070303001	7	703	70303	78.0	59.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303002	7	703	70303	98.0	74.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303003	7	703	70303	100.0	75.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303004	7	703	70303	115.0	86.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303005	7	703	70303	138.0	104.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303006	7	703	70303	148.0	111.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303007	7	703	70303	158.0	119.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303008	7	703	70303	158.0	119.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303009	7	703	70303	168.0	126.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303010	7	703	70303	168.0	126.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303011	7	703	70303	168.0	126.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303012	7	703	70303	168.0	126.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303013	7	703	70303	168.0	126.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303014	7	703	70303	168.0	126.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303015	7	703	70303	168.0	126.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303016	7	703	70303	175.0	131.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303017	7	703	70303	178.0	134.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303018	7	703	70303	178.0	134.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303019	7	703	70303	178.0	134.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303020	7	703	70303	178.0	134.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303021	7	703	70303	208.0	156.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303022	7	703	70303	218.0	164.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303023	7	703	70303	218.0	164.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303024	7	703	70303	218.0	164.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303025	7	703	70303	228.0	171.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303026	7	703	70303	228.0	171.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303027	7	703	70303	228.0	171.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303028	7	703	70303	228.0	171.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303029	7	703	70303	228.0	171.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303030	7	703	70303	228.0	171.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303031	7	703	70303	235.0	176.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303032	7	703	70303	235.0	176.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303033	7	703	70303	235.0	176.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303034	7	703	70303	235.0	176.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303035	7	703	70303	238.0	179.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303036	7	703	70303	238.0	179.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303037	7	703	70303	238.0	179.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303038	7	703	70303	238.0	179.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303039	7	703	70303	238.0	179.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303040	7	703	70303	238.0	179.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303041	7	703	70303	238.0	179.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303042	7	703	70303	245.0	184.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303043	7	703	70303	245.0	184.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303044	7	703	70303	245.0	184.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303045	7	703	70303	248.0	186.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303046	7	703	70303	248.0	186.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303047	7	703	70303	248.0	186.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303048	7	703	70303	258.0	194.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303049	7	703	70303	258.0	194.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303050	7	703	70303	268.0	201.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303051	7	703	70303	268.0	201.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303052	7	703	70303	268.0	201.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303053	7	703	70303	268.0	201.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303054	7	703	70303	268.0	201.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303055	7	703	70303	278.0	209.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303056	7	703	70303	278.0	209.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303057	7	703	70303	288.0	216.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303058	7	703	70303	288.0	216.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303059	7	703	70303	288.0	216.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303060	7	703	70303	288.0	216.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303061	7	703	70303	288.0	216.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303062	7	703	70303	288.0	216.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303063	7	703	70303	288.0	216.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303064	7	703	70303	298.0	224.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303065	7	703	70303	298.0	224.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303066	7	703	70303	298.0	224.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303067	7	703	70303	318.0	239.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303068	7	703	70303	328.0	246.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303069	7	703	70303	328.0	246.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303070	7	703	70303	328.0	246.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303071	7	703	70303	328.0	246.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303072	7	703	70303	338.0	254.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303073	7	703	70303	338.0	254.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303074	7	703	70303	338.0	254.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303075	7	703	70303	348.0	261.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303076	7	703	70303	348.0	261.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303077	7	703	70303	350.0	263.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303078	7	703	70303	358.0	269.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303079	7	703	70303	358.0	269.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303080	7	703	70303	358.0	269.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303081	7	703	70303	365.0	274.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303082	7	703	70303	368.0	276.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303083	7	703	70303	370.0	278.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303084	7	703	70303	370.0	278.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303085	7	703	70303	375.0	281.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303086	7	703	70303	378.0	284.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303087	7	703	70303	380.0	285.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303088	7	703	70303	388.0	291.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303089	7	703	70303	388.0	291.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303090	7	703	70303	388.0	291.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303091	7	703	70303	398.0	299.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303092	7	703	70303	418.0	314.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303093	7	703	70303	428.0	321.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303094	7	703	70303	428.0	321.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303095	7	703	70303	428.0	321.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303096	7	703	70303	428.0	321.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303097	7	703	70303	438.0	329.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303098	7	703	70303	478.0	359.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303099	7	703	70303	478.0	359.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303100	7	703	70303	478.0	359.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303101	7	703	70303	478.0	359.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303102	7	703	70303	478.0	359.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303103	7	703	70303	485.0	364.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303104	7	703	70303	498.0	374.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303105	7	703	70303	558.0	419.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303106	7	703	70303	558.0	419.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303107	7	703	70303	598.0	449.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303108	7	703	70303	628.0	471.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303109	7	703	70303	628.0	471.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303110	7	703	70303	628.0	471.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303111	7	703	70303	788.0	591.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303112	7	703	70303	1100.0	825.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070303113	7	703	70303	1100.0	825.0	瓶詰缶詰	和風調味料	タレ・つゆ
P070304001	7	703	70304	105.0	79.0	瓶詰缶詰	和風調味料	味噌
P070304002	7	703	70304	138.0	104.0	瓶詰缶詰	和風調味料	味噌
P070304003	7	703	70304	138.0	104.0	瓶詰缶詰	和風調味料	味噌
P070304004	7	703	70304	138.0	104.0	瓶詰缶詰	和風調味料	味噌
P070304005	7	703	70304	138.0	104.0	瓶詰缶詰	和風調味料	味噌
P070304006	7	703	70304	138.0	104.0	瓶詰缶詰	和風調味料	味噌
P070304007	7	703	70304	138.0	104.0	瓶詰缶詰	和風調味料	味噌
P070304008	7	703	70304	138.0	104.0	瓶詰缶詰	和風調味料	味噌
P070304009	7	703	70304	138.0	104.0	瓶詰缶詰	和風調味料	味噌
P070304010	7	703	70304	138.0	104.0	瓶詰缶詰	和風調味料	味噌
P070304011	7	703	70304	138.0	104.0	瓶詰缶詰	和風調味料	味噌
P070304012	7	703	70304	138.0	104.0	瓶詰缶詰	和風調味料	味噌
P070304013	7	703	70304	138.0	104.0	瓶詰缶詰	和風調味料	味噌
P070304014	7	703	70304	148.0	111.0	瓶詰缶詰	和風調味料	味噌
P070304015	7	703	70304	148.0	111.0	瓶詰缶詰	和風調味料	味噌
P070304016	7	703	70304	148.0	111.0	瓶詰缶詰	和風調味料	味噌
P070304017	7	703	70304	148.0	111.0	瓶詰缶詰	和風調味料	味噌
P070304018	7	703	70304	148.0	111.0	瓶詰缶詰	和風調味料	味噌
P070304019	7	703	70304	158.0	119.0	瓶詰缶詰	和風調味料	味噌
P070304020	7	703	70304	170.0	128.0	瓶詰缶詰	和風調味料	味噌
P070304021	7	703	70304	188.0	141.0	瓶詰缶詰	和風調味料	味噌
P070304022	7	703	70304	188.0	141.0	瓶詰缶詰	和風調味料	味噌
P070304023	7	703	70304	188.0	141.0	瓶詰缶詰	和風調味料	味噌
P070304024	7	703	70304	188.0	141.0	瓶詰缶詰	和風調味料	味噌
P070304025	7	703	70304	188.0	141.0	瓶詰缶詰	和風調味料	味噌
P070304026	7	703	70304	188.0	141.0	瓶詰缶詰	和風調味料	味噌
P070304027	7	703	70304	198.0	149.0	瓶詰缶詰	和風調味料	味噌
P070304028	7	703	70304	198.0	149.0	瓶詰缶詰	和風調味料	味噌
P070304029	7	703	70304	198.0	149.0	瓶詰缶詰	和風調味料	味噌
P070304030	7	703	70304	208.0	156.0	瓶詰缶詰	和風調味料	味噌
P070304031	7	703	70304	208.0	156.0	瓶詰缶詰	和風調味料	味噌
P070304032	7	703	70304	223.0	167.0	瓶詰缶詰	和風調味料	味噌
P070304033	7	703	70304	228.0	171.0	瓶詰缶詰	和風調味料	味噌
P070304034	7	703	70304	238.0	179.0	瓶詰缶詰	和風調味料	味噌
P070304035	7	703	70304	238.0	179.0	瓶詰缶詰	和風調味料	味噌
P070304036	7	703	70304	248.0	186.0	瓶詰缶詰	和風調味料	味噌
P070304037	7	703	70304	258.0	194.0	瓶詰缶詰	和風調味料	味噌
P070304038	7	703	70304	258.0	194.0	瓶詰缶詰	和風調味料	味噌
P070304039	7	703	70304	258.0	194.0	瓶詰缶詰	和風調味料	味噌
P070304040	7	703	70304	258.0	194.0	瓶詰缶詰	和風調味料	味噌
P070304041	7	703	70304	258.0	194.0	瓶詰缶詰	和風調味料	味噌
P070304042	7	703	70304	268.0	201.0	瓶詰缶詰	和風調味料	味噌
P070304043	7	703	70304	268.0	201.0	瓶詰缶詰	和風調味料	味噌
P070304044	7	703	70304	278.0	209.0	瓶詰缶詰	和風調味料	味噌
P070304045	7	703	70304	288.0	216.0	瓶詰缶詰	和風調味料	味噌
P070304046	7	703	70304	288.0	216.0	瓶詰缶詰	和風調味料	味噌
P070304047	7	703	70304	318.0	239.0	瓶詰缶詰	和風調味料	味噌
P070304048	7	703	70304	318.0	239.0	瓶詰缶詰	和風調味料	味噌
P070304049	7	703	70304	328.0	246.0	瓶詰缶詰	和風調味料	味噌
P070304050	7	703	70304	328.0	246.0	瓶詰缶詰	和風調味料	味噌
P070304051	7	703	70304	338.0	254.0	瓶詰缶詰	和風調味料	味噌
P070304052	7	703	70304	348.0	261.0	瓶詰缶詰	和風調味料	味噌
P070304053	7	703	70304	358.0	269.0	瓶詰缶詰	和風調味料	味噌
P070304054	7	703	70304	368.0	276.0	瓶詰缶詰	和風調味料	味噌
P070304055	7	703	70304	378.0	284.0	瓶詰缶詰	和風調味料	味噌
P070304056	7	703	70304	378.0	284.0	瓶詰缶詰	和風調味料	味噌
P070304057	7	703	70304	388.0	291.0	瓶詰缶詰	和風調味料	味噌
P070304058	7	703	70304	398.0	299.0	瓶詰缶詰	和風調味料	味噌
P070304059	7	703	70304	398.0	299.0	瓶詰缶詰	和風調味料	味噌
P070304060	7	703	70304	418.0	314.0	瓶詰缶詰	和風調味料	味噌
P070304061	7	703	70304	418.0	314.0	瓶詰缶詰	和風調味料	味噌
P070304062	7	703	70304	418.0	314.0	瓶詰缶詰	和風調味料	味噌
P070304063	7	703	70304	428.0	321.0	瓶詰缶詰	和風調味料	味噌
P070304064	7	703	70304	448.0	336.0	瓶詰缶詰	和風調味料	味噌
P070304065	7	703	70304	448.0	336.0	瓶詰缶詰	和風調味料	味噌
P070304066	7	703	70304	448.0	336.0	瓶詰缶詰	和風調味料	味噌
P070304067	7	703	70304	458.0	344.0	瓶詰缶詰	和風調味料	味噌
P070304068	7	703	70304	468.0	351.0	瓶詰缶詰	和風調味料	味噌
P070304069	7	703	70304	478.0	359.0	瓶詰缶詰	和風調味料	味噌
P070304070	7	703	70304	478.0	359.0	瓶詰缶詰	和風調味料	味噌
P070304071	7	703	70304	478.0	359.0	瓶詰缶詰	和風調味料	味噌
P070304072	7	703	70304	488.0	366.0	瓶詰缶詰	和風調味料	味噌
P070304073	7	703	70304	498.0	374.0	瓶詰缶詰	和風調味料	味噌
P070304074	7	703	70304	518.0	389.0	瓶詰缶詰	和風調味料	味噌
P070304075	7	703	70304	518.0	389.0	瓶詰缶詰	和風調味料	味噌
P070304076	7	703	70304	518.0	389.0	瓶詰缶詰	和風調味料	味噌
P070304077	7	703	70304	588.0	441.0	瓶詰缶詰	和風調味料	味噌
P070305001	7	703	70305	98.0	74.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305002	7	703	70305	100.0	75.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305003	7	703	70305	120.0	90.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305004	7	703	70305	126.0	95.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305005	7	703	70305	126.0	95.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305006	7	703	70305	128.0	96.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305007	7	703	70305	128.0	96.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305008	7	703	70305	138.0	104.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305009	7	703	70305	138.0	104.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305010	7	703	70305	138.0	104.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305011	7	703	70305	138.0	104.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305012	7	703	70305	158.0	119.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305013	7	703	70305	158.0	119.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305014	7	703	70305	168.0	126.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305015	7	703	70305	195.0	146.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305016	7	703	70305	198.0	149.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305017	7	703	70305	218.0	164.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305018	7	703	70305	218.0	164.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305019	7	703	70305	228.0	171.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305020	7	703	70305	228.0	171.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305021	7	703	70305	228.0	171.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305022	7	703	70305	238.0	179.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305023	7	703	70305	238.0	179.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305024	7	703	70305	240.0	180.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305025	7	703	70305	248.0	186.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305026	7	703	70305	248.0	186.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305027	7	703	70305	248.0	186.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305028	7	703	70305	248.0	186.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305029	7	703	70305	258.0	194.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305030	7	703	70305	258.0	194.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305031	7	703	70305	268.0	201.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305032	7	703	70305	268.0	201.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305033	7	703	70305	298.0	224.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305034	7	703	70305	298.0	224.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305035	7	703	70305	298.0	224.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305036	7	703	70305	308.0	231.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305037	7	703	70305	328.0	246.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305038	7	703	70305	348.0	261.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305039	7	703	70305	358.0	269.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305040	7	703	70305	358.0	269.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305041	7	703	70305	378.0	284.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305042	7	703	70305	385.0	289.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305043	7	703	70305	388.0	291.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305044	7	703	70305	398.0	299.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305045	7	703	70305	438.0	329.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305046	7	703	70305	448.0	336.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305047	7	703	70305	448.0	336.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305048	7	703	70305	478.0	359.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305049	7	703	70305	491.0	368.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305050	7	703	70305	734.0	551.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305051	7	703	70305	982.0	737.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305052	7	703	70305	988.0	741.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305053	7	703	70305	998.0	749.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070305054	7	703	70305	1220.0	915.0	瓶詰缶詰	和風調味料	砂糖・甘味料
P070306001	7	703	70306	68.0	51.0	瓶詰缶詰	和風調味料	塩
P070306002	7	703	70306	70.0	53.0	瓶詰缶詰	和風調味料	塩
P070306003	7	703	70306	78.0	59.0	瓶詰缶詰	和風調味料	塩
P070306004	7	703	70306	78.0	59.0	瓶詰缶詰	和風調味料	塩
P070306005	7	703	70306	84.0	63.0	瓶詰缶詰	和風調味料	塩
P070306006	7	703	70306	115.0	86.0	瓶詰缶詰	和風調味料	塩
P070306007	7	703	70306	117.0	88.0	瓶詰缶詰	和風調味料	塩
P070306008	7	703	70306	118.0	89.0	瓶詰缶詰	和風調味料	塩
P070306009	7	703	70306	125.0	94.0	瓶詰缶詰	和風調味料	塩
P070306010	7	703	70306	183.0	137.0	瓶詰缶詰	和風調味料	塩
P070306011	7	703	70306	188.0	141.0	瓶詰缶詰	和風調味料	塩
P070306012	7	703	70306	188.0	141.0	瓶詰缶詰	和風調味料	塩
P070306013	7	703	70306	195.0	146.0	瓶詰缶詰	和風調味料	塩
P070306014	7	703	70306	233.0	175.0	瓶詰缶詰	和風調味料	塩
P070306015	7	703	70306	270.0	203.0	瓶詰缶詰	和風調味料	塩
P070306016	7	703	70306	288.0	216.0	瓶詰缶詰	和風調味料	塩
P070306017	7	703	70306	308.0	231.0	瓶詰缶詰	和風調味料	塩
P070306018	7	703	70306	476.0	357.0	瓶詰缶詰	和風調味料	塩
P070307001	7	703	70307	88.0	66.0	瓶詰缶詰	和風調味料	調味料の素
