product_cd,category_major_cd,category_medium_cd,category_small_cd,unit_price,unit_cost
P070104074,07,0701,070104,238,179
P070104075,07,0701,070104,248,186
P070104076,07,0701,070104,258,194
P070104077,07,0701,070104,268,201
P070104078,07,0701,070104,288,216
P070104079,07,0701,070104,298,224
P070104080,07,0701,070104,308,231
P070104081,07,0701,070104,318,239
P070104082,07,0701,070104,318,239
P070104083,07,0701,070104,318,239
P070104084,07,0701,070104,318,239
P070104085,07,0701,070104,318,239
P070104086,07,0701,070104,368,276
P070104087,07,0701,070104,368,276
P070104088,07,0701,070104,438,329
P070104089,07,0701,070104,468,351
P070201001,07,0702,070201,98,74
P070201002,07,0702,070201,100,75
P070201003,07,0702,070201,100,75
P070201004,07,0702,070201,100,75
P070201005,07,0702,070201,100,75
P070201006,07,0702,070201,116,87
P070201007,07,0702,070201,118,89
P070201008,07,0702,070201,125,94
P070201009,07,0702,070201,125,94
P070201010,07,0702,070201,128,96
P070201011,07,0702,070201,128,96
P070201012,07,0702,070201,135,101
P070201013,07,0702,070201,145,109
P070201014,07,0702,070201,145,109
P070201015,07,0702,070201,158,119
P070201016,07,0702,070201,158,119
P070201017,07,0702,070201,158,119
P070201018,07,0702,070201,168,126
P070201019,07,0702,070201,178,134
P070201020,07,0702,070201,178,134
P070201021,07,0702,070201,188,141
P070201022,07,0702,070201,190,143
P070201023,07,0702,070201,195,146
P070201024,07,0702,070201,195,146
P070201025,07,0702,070201,198,149
P070201026,07,0702,070201,198,149
P070201027,07,0702,070201,198,149
P070201028,07,0702,070201,198,149
P070201029,07,0702,070201,198,149
P070201030,07,0702,070201,198,149
P070201031,07,0702,070201,198,149
P070201032,07,0702,070201,198,149
P070201033,07,0702,070201,208,156
P070201034,07,0702,070201,210,158
P070201035,07,0702,070201,225,169
P070201036,07,0702,070201,228,171
P070201037,07,0702,070201,228,171
P070201038,07,0702,070201,230,173
P070201039,07,0702,070201,248,186
P070201040,07,0702,070201,248,186
P070201041,07,0702,070201,248,186
P070201042,07,0702,070201,248,186
P070201043,07,0702,070201,258,194
P070201044,07,0702,070201,278,209
P070201045,07,0702,070201,278,209
P070201046,07,0702,070201,298,224
P070201047,07,0702,070201,298,224
P070201048,07,0702,070201,298,224
P070201049,07,0702,070201,300,225
P070201050,07,0702,070201,328,246
P070201051,07,0702,070201,348,261
P070201052,07,0702,070201,358,269
P070201053,07,0702,070201,378,284
P070201054,07,0702,070201,388,291
P070201055,07,0702,070201,398,299
P070201056,07,0702,070201,398,299
P070201057,07,0702,070201,398,299
P070201058,07,0702,070201,398,299
P070201059,07,0702,070201,398,299
P070201060,07,0702,070201,398,299
P070201061,07,0702,070201,398,299
P070201062,07,0702,070201,398,299
P070201063,07,0702,070201,428,321
P070201064,07,0702,070201,448,336
P070201065,07,0702,070201,448,336
P070201066,07,0702,070201,538,404
P070201067,07,0702,070201,548,411
P070201068,07,0702,070201,548,411
P070201069,07,0702,070201,598,449
P070201070,07,0702,070201,698,524
P070201071,07,0702,070201,1480,1110
P070201072,07,0702,070201,1580,1185
P070201073,07,0702,070201,1580,1185
P070201074,07,0702,070201,1580,1185
P070202001,07,0702,070202,100,75
P070202002,07,0702,070202,100,75
P070202003,07,0702,070202,118,89
P070202004,07,0702,070202,118,89
P070202005,07,0702,070202,138,104
P070202006,07,0702,070202,138,104
P070202007,07,0702,070202,138,104
P070202008,07,0702,070202,138,104
P070202009,07,0702,070202,138,104
P070202010,07,0702,070202,138,104
P070202011,07,0702,070202,141,106
P070202012,07,0702,070202,148,111
P070202013,07,0702,070202,148,111
P070202014,07,0702,070202,158,119
P070202015,07,0702,070202,158,119
P070202016,07,0702,070202,158,119
P070202017,07,0702,070202,158,119
P070202018,07,0702,070202,165,124
P070202019,07,0702,070202,168,126
P070202020,07,0702,070202,178,134
P070202021,07,0702,070202,188,141
P070202022,07,0702,070202,188,141
P070202023,07,0702,070202,188,141
P070202024,07,0702,070202,198,149
P070202025,07,0702,070202,198,149
P070202026,07,0702,070202,198,149
P070202027,07,0702,070202,198,149
P070202028,07,0702,070202,198,149
P070202029,07,0702,070202,198,149
P070202030,07,0702,070202,198,149
P070202031,07,0702,070202,208,156
P070202032,07,0702,070202,208,156
P070202033,07,0702,070202,208,156
P070202034,07,0702,070202,208,156
P070202035,07,0702,070202,208,156
P070202036,07,0702,070202,210,158
P070202037,07,0702,070202,215,161
P070202038,07,0702,070202,218,164
P070202039,07,0702,070202,218,164
P070202040,07,0702,070202,218,164
P070202041,07,0702,070202,218,164
P070202042,07,0702,070202,228,171
P070202043,07,0702,070202,228,171
P070202044,07,0702,070202,238,179
P070202045,07,0702,070202,238,179
P070202046,07,0702,070202,238,179
P070202047,07,0702,070202,238,179
P070202048,07,0702,070202,248,186
P070202049,07,0702,070202,248,186
P070202050,07,0702,070202,258,194
P070202051,07,0702,070202,258,194
P070202052,07,0702,070202,258,194
P070202053,07,0702,070202,258,194
P070202054,07,0702,070202,258,194
P070202055,07,0702,070202,258,194
P070202056,07,0702,070202,268,201
P070202057,07,0702,070202,268,201
P070202058,07,0702,070202,268,201
P070202059,07,0702,070202,268,201
P070202060,07,0702,070202,268,201
P070202061,07,0702,070202,268,201
P070202062,07,0702,070202,278,209
P070202063,07,0702,070202,278,209
P070202064,07,0702,070202,280,210
P070202065,07,0702,070202,285,214
P070202066,07,0702,070202,285,214
P070202067,07,0702,070202,288,216
P070202068,07,0702,070202,298,224
P070202069,07,0702,070202,318,239
P070202070,07,0702,070202,318,239
P070202071,07,0702,070202,318,239
P070202072,07,0702,070202,328,246
P070202073,07,0702,070202,358,269
P070202074,07,0702,070202,358,269
P070202075,07,0702,070202,358,269
P070202076,07,0702,070202,368,276
P070202077,07,0702,070202,368,276
P070202078,07,0702,070202,378,284
P070202079,07,0702,070202,378,284
P070202080,07,0702,070202,388,291
P070202081,07,0702,070202,388,291
P070202082,07,0702,070202,398,299
P070202083,07,0702,070202,398,299
P070202084,07,0702,070202,418,314
P070202085,07,0702,070202,438,329
P070202086,07,0702,070202,448,336
P070202087,07,0702,070202,468,351
P070202088,07,0702,070202,498,374
P070202089,07,0702,070202,498,374
P070202090,07,0702,070202,498,374
P070202091,07,0702,070202,638,479
P070202092,07,0702,070202,,
P070203001,07,0702,070203,88,66
P070203002,07,0702,070203,100,75
P070203003,07,0702,070203,100,75
P070203004,07,0702,070203,100,75
P070203005,07,0702,070203,100,75
P070203006,07,0702,070203,118,89
P070203007,07,0702,070203,128,96
P070203008,07,0702,070203,138,104
P070203009,07,0702,070203,138,104
P070203010,07,0702,070203,138,104
P070203011,07,0702,070203,148,111
P070203012,07,0702,070203,148,111
P070203013,07,0702,070203,150,113
P070203014,07,0702,070203,155,116
P070203015,07,0702,070203,158,119
P070203016,07,0702,070203,158,119
P070203017,07,0702,070203,178,134
P070203018,07,0702,070203,185,139
P070203019,07,0702,070203,188,141
P070203020,07,0702,070203,188,141
P070203021,07,0702,070203,195,146
P070203022,07,0702,070203,198,149
P070203023,07,0702,070203,198,149
P070203024,07,0702,070203,198,149
P070203025,07,0702,070203,213,160
P070203026,07,0702,070203,218,164
P070203027,07,0702,070203,218,164
P070203028,07,0702,070203,238,179
P070203029,07,0702,070203,248,186
P070203030,07,0702,070203,258,194
P070203031,07,0702,070203,268,201
P070203032,07,0702,070203,278,209
P070203033,07,0702,070203,288,216
P070203034,07,0702,070203,298,224
P070203035,07,0702,070203,338,254
P070203036,07,0702,070203,348,261
P070203037,07,0702,070203,358,269
P070203038,07,0702,070203,368,276
P070203039,07,0702,070203,398,299
P070203040,07,0702,070203,398,299
P070203041,07,0702,070203,398,299
P070203042,07,0702,070203,398,299
P070203043,07,0702,070203,418,314
P070203044,07,0702,070203,418,314
P070203045,07,0702,070203,518,389
P070203046,07,0702,070203,650,488
P070204001,07,0702,070204,88,66
P070204002,07,0702,070204,88,66
P070204003,07,0702,070204,138,104
P070204004,07,0702,070204,148,111
P070204005,07,0702,070204,148,111
P070204006,07,0702,070204,148,111
P070204007,07,0702,070204,198,149
P070204008,07,0702,070204,198,149
P070301001,07,0703,070301,60,45
P070301002,07,0703,070301,148,111
P070301003,07,0703,070301,155,116
P070301004,07,0703,070301,158,119
P070301005,07,0703,070301,163,122
P070301006,07,0703,070301,175,131
P070301007,07,0703,070301,185,139
P070301008,07,0703,070301,185,139
P070301009,07,0703,070301,185,139
P070301010,07,0703,070301,185,139
P070301011,07,0703,070301,188,141
P070301012,07,0703,070301,188,141
P070301013,07,0703,070301,188,141
P070301014,07,0703,070301,188,141
P070301015,07,0703,070301,215,161
P070301016,07,0703,070301,215,161
P070301017,07,0703,070301,215,161
P070301018,07,0703,070301,218,164
P070301019,07,0703,070301,225,169
P070301020,07,0703,070301,233,175
P070301021,07,0703,070301,248,186
P070301022,07,0703,070301,258,194
P070301023,07,0703,070301,285,214
P070301024,07,0703,070301,285,214
P070301025,07,0703,070301,285,214
P070301026,07,0703,070301,288,216
P070301027,07,0703,070301,318,239
P070301028,07,0703,070301,318,239
P070301029,07,0703,070301,318,239
P070301030,07,0703,070301,318,239
P070301031,07,0703,070301,325,244
P070301032,07,0703,070301,345,259
P070301033,07,0703,070301,358,269
P070301034,07,0703,070301,358,269
P070301035,07,0703,070301,368,276
P070301036,07,0703,070301,388,291
P070301037,07,0703,070301,395,296
P070301038,07,0703,070301,418,314
P070301039,07,0703,070301,428,321
P070301040,07,0703,070301,488,366
P070301041,07,0703,070301,488,366
P070301042,07,0703,070301,535,401
P070301043,07,0703,070301,535,401
P070301044,07,0703,070301,538,404
P070301045,07,0703,070301,538,404
P070301046,07,0703,070301,548,411
P070301047,07,0703,070301,548,411
P070301048,07,0703,070301,558,419
P070301049,07,0703,070301,558,419
P070301050,07,0703,070301,558,419
P070301051,07,0703,070301,688,516
P070301052,07,0703,070301,718,539
P070301053,07,0703,070301,718,539
P070301054,07,0703,070301,718,539
P070301055,07,0703,070301,728,546
P070301056,07,0703,070301,1000,750
P070302001,07,0703,070302,200,150
P070302002,07,0703,070302,200,150
P070302003,07,0703,070302,218,164
P070302004,07,0703,070302,218,164
P070302005,07,0703,070302,218,164
P070302006,07,0703,070302,268,201
P070302007,07,0703,070302,288,216
P070302008,07,0703,070302,288,216
P070302009,07,0703,070302,328,246
P070302010,07,0703,070302,328,246
P070302011,07,0703,070302,328,246
P070302012,07,0703,070302,328,246
P070302013,07,0703,070302,338,254
P070302014,07,0703,070302,388,291
P070302015,07,0703,070302,448,336
P070302016,07,0703,070302,448,336
P070302017,07,0703,070302,558,419
P070302018,07,0703,070302,558,419
P070302019,07,0703,070302,558,419
P070302020,07,0703,070302,588,441
P070302021,07,0703,070302,698,524
P070302022,07,0703,070302,698,524
P070302023,07,0703,070302,800,600
P070302024,07,0703,070302,848,636
P070303001,07,0703,070303,78,59
P070303002,07,0703,070303,98,74
P070303003,07,0703,070303,100,75
P070303004,07,0703,070303,115,86
P070303005,07,0703,070303,138,104
P070303006,07,0703,070303,148,111
P070303007,07,0703,070303,158,119
P070303008,07,0703,070303,158,119
P070303009,07,0703,070303,168,126
P070303010,07,0703,070303,168,126
P070303011,07,0703,070303,168,126
P070303012,07,0703,070303,168,126
P070303013,07,0703,070303,168,126
P070303014,07,0703,070303,168,126
P070303015,07,0703,070303,168,126
P070303016,07,0703,070303,175,131
P070303017,07,0703,070303,178,134
P070303018,07,0703,070303,178,134
P070303019,07,0703,070303,178,134
P070303020,07,0703,070303,178,134
P070303021,07,0703,070303,208,156
P070303022,07,0703,070303,218,164
P070303023,07,0703,070303,218,164
P070303024,07,0703,070303,218,164
P070303025,07,0703,070303,228,171
P070303026,07,0703,070303,228,171
P070303027,07,0703,070303,228,171
P070303028,07,0703,070303,228,171
P070303029,07,0703,070303,228,171
P070303030,07,0703,070303,228,171
P070303031,07,0703,070303,235,176
P070303032,07,0703,070303,235,176
P070303033,07,0703,070303,235,176
P070303034,07,0703,070303,235,176
P070303035,07,0703,070303,238,179
P070303036,07,0703,070303,238,179
P070303037,07,0703,070303,238,179
P070303038,07,0703,070303,238,179
P070303039,07,0703,070303,238,179
P070303040,07,0703,070303,238,179
P070303041,07,0703,070303,238,179
P070303042,07,0703,070303,245,184
P070303043,07,0703,070303,245,184
P070303044,07,0703,070303,245,184
P070303045,07,0703,070303,248,186
P070303046,07,0703,070303,248,186
P070303047,07,0703,070303,248,186
P070303048,07,0703,070303,258,194
P070303049,07,0703,070303,258,194
P070303050,07,0703,070303,268,201
P070303051,07,0703,070303,268,201
P070303052,07,0703,070303,268,201
P070303053,07,0703,070303,268,201
P070303054,07,0703,070303,268,201
P070303055,07,0703,070303,278,209
P070303056,07,0703,070303,278,209
P070303057,07,0703,070303,288,216
P070303058,07,0703,070303,288,216
P070303059,07,0703,070303,288,216
P070303060,07,0703,070303,288,216
P070303061,07,0703,070303,288,216
P070303062,07,0703,070303,288,216
P070303063,07,0703,070303,288,216
P070303064,07,0703,070303,298,224
P070303065,07,0703,070303,298,224
P070303066,07,0703,070303,298,224
P070303067,07,0703,070303,318,239
P070303068,07,0703,070303,328,246
P070303069,07,0703,070303,328,246
P070303070,07,0703,070303,328,246
P070303071,07,0703,070303,328,246
P070303072,07,0703,070303,338,254
P070303073,07,0703,070303,338,254
P070303074,07,0703,070303,338,254
P070303075,07,0703,070303,348,261
P070303076,07,0703,070303,348,261
P070303077,07,0703,070303,350,263
P070303078,07,0703,070303,358,269
P070303079,07,0703,070303,358,269
P070303080,07,0703,070303,358,269
P070303081,07,0703,070303,365,274
P070303082,07,0703,070303,368,276
P070303083,07,0703,070303,370,278
P070303084,07,0703,070303,370,278
P070303085,07,0703,070303,375,281
P070303086,07,0703,070303,378,284
P070303087,07,0703,070303,380,285
P070303088,07,0703,070303,388,291
P070303089,07,0703,070303,388,291
P070303090,07,0703,070303,388,291
P070303091,07,0703,070303,398,299
P070303092,07,0703,070303,418,314
P070303093,07,0703,070303,428,321
P070303094,07,0703,070303,428,321
P070303095,07,0703,070303,428,321
P070303096,07,0703,070303,428,321
P070303097,07,0703,070303,438,329
P070303098,07,0703,070303,478,359
P070303099,07,0703,070303,478,359
P070303100,07,0703,070303,478,359
P070303101,07,0703,070303,478,359
P070303102,07,0703,070303,478,359
P070303103,07,0703,070303,485,364
P070303104,07,0703,070303,498,374
P070303105,07,0703,070303,558,419
P070303106,07,0703,070303,558,419
P070303107,07,0703,070303,598,449
P070303108,07,0703,070303,628,471
P070303109,07,0703,070303,628,471
P070303110,07,0703,070303,628,471
P070303111,07,0703,070303,788,591
P070303112,07,0703,070303,1100,825
P070303113,07,0703,070303,1100,825
P070304001,07,0703,070304,105,79
P070304002,07,0703,070304,138,104
P070304003,07,0703,070304,138,104
P070304004,07,0703,070304,138,104
P070304005,07,0703,070304,138,104
P070304006,07,0703,070304,138,104
P070304007,07,0703,070304,138,104
P070304008,07,0703,070304,138,104
P070304009,07,0703,070304,138,104
P070304010,07,0703,070304,138,104
P070304011,07,0703,070304,138,104
P070304012,07,0703,070304,138,104
P070304013,07,0703,070304,138,104
P070304014,07,0703,070304,148,111
P070304015,07,0703,070304,148,111
P070304016,07,0703,070304,148,111
P070304017,07,0703,070304,148,111
P070304018,07,0703,070304,148,111
P070304019,07,0703,070304,158,119
P070304020,07,0703,070304,170,128
P070304021,07,0703,070304,188,141
P070304022,07,0703,070304,188,141
P070304023,07,0703,070304,188,141
P070304024,07,0703,070304,188,141
P070304025,07,0703,070304,188,141
P070304026,07,0703,070304,188,141
P070304027,07,0703,070304,198,149
P070304028,07,0703,070304,198,149
P070304029,07,0703,070304,198,149
P070304030,07,0703,070304,208,156
P070304031,07,0703,070304,208,156
P070304032,07,0703,070304,223,167
P070304033,07,0703,070304,228,171
P070304034,07,0703,070304,238,179
P070304035,07,0703,070304,238,179
P070304036,07,0703,070304,248,186
P070304037,07,0703,070304,258,194
P070304038,07,0703,070304,258,194
P070304039,07,0703,070304,258,194
P070304040,07,0703,070304,258,194
P070304041,07,0703,070304,258,194
P070304042,07,0703,070304,268,201
P070304043,07,0703,070304,268,201
P070304044,07,0703,070304,278,209
P070304045,07,0703,070304,288,216
P070304046,07,0703,070304,288,216
P070304047,07,0703,070304,318,239
P070304048,07,0703,070304,318,239
P070304049,07,0703,070304,328,246
P070304050,07,0703,070304,328,246
P070304051,07,0703,070304,338,254
P070304052,07,0703,070304,348,261
P070304053,07,0703,070304,358,269
P070304054,07,0703,070304,368,276
P070304055,07,0703,070304,378,284
P070304056,07,0703,070304,378,284
P070304057,07,0703,070304,388,291
P070304058,07,0703,070304,398,299
P070304059,07,0703,070304,398,299
P070304060,07,0703,070304,418,314
P070304061,07,0703,070304,418,314
P070304062,07,0703,070304,418,314
P070304063,07,0703,070304,428,321
P070304064,07,0703,070304,448,336
P070304065,07,0703,070304,448,336
P070304066,07,0703,070304,448,336
P070304067,07,0703,070304,458,344
P070304068,07,0703,070304,468,351
P070304069,07,0703,070304,478,359
P070304070,07,0703,070304,478,359
P070304071,07,0703,070304,478,359
P070304072,07,0703,070304,488,366
P070304073,07,0703,070304,498,374
P070304074,07,0703,070304,518,389
P070304075,07,0703,070304,518,389
P070304076,07,0703,070304,518,389
P070304077,07,0703,070304,588,441
P070305001,07,0703,070305,98,74
P070305002,07,0703,070305,100,75
P070305003,07,0703,070305,120,90
P070305004,07,0703,070305,126,95
P070305005,07,0703,070305,126,95
P070305006,07,0703,070305,128,96
P070305007,07,0703,070305,128,96
P070305008,07,0703,070305,138,104
P070305009,07,0703,070305,138,104
P070305010,07,0703,070305,138,104
P070305011,07,0703,070305,138,104
P070305012,07,0703,070305,158,119
P070305013,07,0703,070305,158,119
P070305014,07,0703,070305,168,126
P070305015,07,0703,070305,195,146
P070305016,07,0703,070305,198,149
P070305017,07,0703,070305,218,164
P070305018,07,0703,070305,218,164
P070305019,07,0703,070305,228,171
P070305020,07,0703,070305,228,171
P070305021,07,0703,070305,228,171
P070305022,07,0703,070305,238,179
P070305023,07,0703,070305,238,179
P070305024,07,0703,070305,240,180
P070305025,07,0703,070305,248,186
P070305026,07,0703,070305,248,186
P070305027,07,0703,070305,248,186
P070305028,07,0703,070305,248,186
P070305029,07,0703,070305,258,194
P070305030,07,0703,070305,258,194
P070305031,07,0703,070305,268,201
P070305032,07,0703,070305,268,201
P070305033,07,0703,070305,298,224
P070305034,07,0703,070305,298,224
P070305035,07,0703,070305,298,224
P070305036,07,0703,070305,308,231
P070305037,07,0703,070305,328,246
P070305038,07,0703,070305,348,261
P070305039,07,0703,070305,358,269
P070305040,07,0703,070305,358,269
P070305041,07,0703,070305,378,284
P070305042,07,0703,070305,385,289
P070305043,07,0703,070305,388,291
P070305044,07,0703,070305,398,299
P070305045,07,0703,070305,438,329
P070305046,07,0703,070305,448,336
P070305047,07,0703,070305,448,336
P070305048,07,0703,070305,478,359
P070305049,07,0703,070305,491,368
P070305050,07,0703,070305,734,551
P070305051,07,0703,070305,982,737
P070305052,07,0703,070305,988,741
P070305053,07,0703,070305,998,749
P070305054,07,0703,070305,1220,915
P070306001,07,0703,070306,68,51
P070306002,07,0703,070306,70,53
P070306003,07,0703,070306,78,59
P070306004,07,0703,070306,78,59
P070306005,07,0703,070306,84,63
P070306006,07,0703,070306,115,86
P070306007,07,0703,070306,117,88
P070306008,07,0703,070306,118,89
P070306009,07,0703,070306,125,94
P070306010,07,0703,070306,183,137
P070306011,07,0703,070306,188,141
P070306012,07,0703,070306,188,141
P070306013,07,0703,070306,195,146
P070306014,07,0703,070306,233,175
P070306015,07,0703,070306,270,203
P070306016,07,0703,070306,288,216
P070306017,07,0703,070306,308,231
P070306018,07,0703,070306,476,357
P070307001,07,0703,070307,88,66
P070307002,07,0703,070307,98,74
P070307003,07,0703,070307,103,77
P070307004,07,0703,070307,108,81
P070307005,07,0703,070307,108,81
P070307006,07,0703,070307,108,81
P070307007,07,0703,070307,115,86
P070307008,07,0703,070307,115,86
P070307009,07,0703,070307,118,89
P070307010,07,0703,070307,118,89
P070307011,07,0703,070307,118,89
P070307012,07,0703,070307,120,90
P070307013,07,0703,070307,128,96
P070307014,07,0703,070307,128,96
P070307015,07,0703,070307,138,104
P070307016,07,0703,070307,138,104
P070307017,07,0703,070307,138,104
P070307018,07,0703,070307,138,104
P070307019,07,0703,070307,148,111
P070307020,07,0703,070307,148,111
P070307021,07,0703,070307,150,113
P070307022,07,0703,070307,158,119
P070307023,07,0703,070307,158,119
P070307024,07,0703,070307,160,120
P070307025,07,0703,070307,160,120
P070307026,07,0703,070307,165,124
P070307027,07,0703,070307,168,126
P070307028,07,0703,070307,168,126
P070307029,07,0703,070307,168,126
P070307030,07,0703,070307,168,126
P070307031,07,0703,070307,178,134
P070307032,07,0703,070307,188,141
P070307033,07,0703,070307,188,141
P070307034,07,0703,070307,198,149
P070307035,07,0703,070307,198,149
P070307036,07,0703,070307,198,149
P070307037,07,0703,070307,198,149
P070307038,07,0703,070307,205,154
P070307039,07,0703,070307,213,160
P070307040,07,0703,070307,223,167
P070307041,07,0703,070307,235,176
P070307042,07,0703,070307,235,176
P070307043,07,0703,070307,238,179
P070307044,07,0703,070307,258,194
P070307045,07,0703,070307,275,206
P070307046,07,0703,070307,278,209
P070307047,07,0703,070307,278,209
P070307048,07,0703,070307,278,209
P070307049,07,0703,070307,278,209
P070307050,07,0703,070307,278,209
P070307051,07,0703,070307,278,209
P070307052,07,0703,070307,280,210
P070307053,07,0703,070307,298,224
P070307054,07,0703,070307,308,231
P070307055,07,0703,070307,315,236
P070307056,07,0703,070307,318,239
P070307057,07,0703,070307,318,239
P070307058,07,0703,070307,318,239
P070307059,07,0703,070307,318,239
P070307060,07,0703,070307,325,244
P070307061,07,0703,070307,328,246
P070307062,07,0703,070307,348,261
P070307063,07,0703,070307,348,261
P070307064,07,0703,070307,348,261
P070307065,07,0703,070307,370,278
P070307066,07,0703,070307,370,278
P070307067,07,0703,070307,378,284
P070307068,07,0703,070307,398,299
P070307069,07,0703,070307,403,302
P070307070,07,0703,070307,405,304
P070307071,07,0703,070307,428,321
P070307072,07,0703,070307,450,338
P070307073,07,0703,070307,455,341
P070307074,07,0703,070307,498,374
P070307075,07,0703,070307,585,439
P070307076,07,0703,070307,588,441
P070307077,07,0703,070307,623,467
P070307078,07,0703,070307,718,539
P070307079,07,0703,070307,780,585
P070307080,07,0703,070307,880,660
P070307081,07,0703,070307,980,735
P070307082,07,0703,070307,988,741
P070307083,07,0703,070307,1258,944
P070307084,07,0703,070307,1280,960
P070307085,07,0703,070307,1280,960
P070307086,07,0703,070307,1428,1071
P070307087,07,0703,070307,1580,1185
P070307088,07,0703,070307,1680,1260
P070307089,07,0703,070307,1778,1334
P070307090,07,0703,070307,3280,2460
P070308001,07,0703,070308,100,75
P070308002,07,0703,070308,128,96
P070308003,07,0703,070308,138,104
P070308004,07,0703,070308,138,104
P070308005,07,0703,070308,145,109
P070308006,07,0703,070308,145,109
P070308007,07,0703,070308,158,119
P070308008,07,0703,070308,188,141
P070308009,07,0703,070308,198,149
P070308010,07,0703,070308,198,149
P070308011,07,0703,070308,208,156
P070308012,07,0703,070308,210,158
P070308013,07,0703,070308,245,184
P070308014,07,0703,070308,248,186
P070308015,07,0703,070308,248,186
P070308016,07,0703,070308,248,186
P070308017,07,0703,070308,258,194
P070308018,07,0703,070308,288,216
P070308019,07,0703,070308,300,225
P070308020,07,0703,070308,308,231
P070308021,07,0703,070308,310,233
P070308022,07,0703,070308,315,236
P070308023,07,0703,070308,318,239
P070308024,07,0703,070308,318,239
P070308025,07,0703,070308,328,246
P070308026,07,0703,070308,335,251
P070308027,07,0703,070308,348,261
P070308028,07,0703,070308,355,266
P070308029,07,0703,070308,368,276
P070308030,07,0703,070308,375,281
P070308031,07,0703,070308,388,291
P070308032,07,0703,070308,398,299
P070308033,07,0703,070308,398,299
P070308034,07,0703,070308,398,299
P070308035,07,0703,070308,408,306
P070308036,07,0703,070308,418,314
P070308037,07,0703,070308,458,344
P070308038,07,0703,070308,458,344
P070308039,07,0703,070308,468,351
P070308040,07,0703,070308,468,351
P070308041,07,0703,070308,495,371
P070308042,07,0703,070308,495,371
P070308043,07,0703,070308,505,379
P070308044,07,0703,070308,548,411
P070308045,07,0703,070308,570,428
P070308046,07,0703,070308,598,449
P070308047,07,0703,070308,638,479
P070308048,07,0703,070308,638,479
P070308049,07,0703,070308,650,488
P070308050,07,0703,070308,688,516
P070308051,07,0703,070308,698,524
P070308052,07,0703,070308,738,554
P070308053,07,0703,070308,768,576
P070308054,07,0703,070308,1080,810
P070308055,07,0703,070308,1580,1185
P070308056,07,0703,070308,1750,1313
P070309001,07,0703,070309,128,96
P070309002,07,0703,070309,128,96
P070309003,07,0703,070309,128,96
P070309004,07,0703,070309,138,104
P070309005,07,0703,070309,138,104
P070309006,07,0703,070309,145,109
P070309007,07,0703,070309,168,126
P070309008,07,0703,070309,175,131
P070309009,07,0703,070309,198,149
P070309010,07,0703,070309,218,164
P070309011,07,0703,070309,228,171
P070309012,07,0703,070309,248,186
P070309013,07,0703,070309,248,186
P070309014,07,0703,070309,258,194
P070309015,07,0703,070309,258,194
P070309016,07,0703,070309,258,194
P070309017,07,0703,070309,268,201
P070309018,07,0703,070309,278,209
P070309019,07,0703,070309,298,224
P070309020,07,0703,070309,298,224
P070309021,07,0703,070309,298,224
P070309022,07,0703,070309,318,239
P070309023,07,0703,070309,328,246
P070309024,07,0703,070309,338,254
P070309025,07,0703,070309,378,284
P070309026,07,0703,070309,378,284
P070309027,07,0703,070309,378,284
P070309028,07,0703,070309,398,299
P070309029,07,0703,070309,418,314
P070309030,07,0703,070309,498,374
P070309031,07,0703,070309,588,441
P070309032,07,0703,070309,618,464
P070309033,07,0703,070309,698,524
P070309034,07,0703,070309,958,719
P070309035,07,0703,070309,968,726
P070309036,07,0703,070309,1800,1350
P070309037,07,0703,070309,2680,2010
P070310001,07,0703,070310,130,98
P070310002,07,0703,070310,195,146
P070310003,07,0703,070310,228,171
P070401001,07,0704,070401,51,38
P070401002,07,0704,070401,138,104
P070401003,07,0704,070401,138,104
P070401004,07,0704,070401,138,104
P070401005,07,0704,070401,138,104
P070401006,07,0704,070401,138,104
P070401007,07,0704,070401,140,105
P070401008,07,0704,070401,148,111
P070401009,07,0704,070401,148,111
P070401010,07,0704,070401,154,116
P070401011,07,0704,070401,158,119
P070401012,07,0704,070401,158,119
P070401013,07,0704,070401,165,124
P070401014,07,0704,070401,165,124
P070401015,07,0704,070401,165,124
P070401016,07,0704,070401,168,126
P070401017,07,0704,070401,168,126
P070401018,07,0704,070401,168,126
P070401019,07,0704,070401,172,129
P070401020,07,0704,070401,175,131
P070401021,07,0704,070401,175,131
P070401022,07,0704,070401,175,131
P070401023,07,0704,070401,178,134
P070401024,07,0704,070401,182,137
P070401025,07,0704,070401,185,139
P070401026,07,0704,070401,185,139
P070401027,07,0704,070401,185,139
P070401028,07,0704,070401,185,139
P070401029,07,0704,070401,185,139
P070401030,07,0704,070401,185,139
P070401031,07,0704,070401,185,139
P070401032,07,0704,070401,185,139
P070401033,07,0704,070401,188,141
P070401034,07,0704,070401,188,141
P070401035,07,0704,070401,188,141
P070401036,07,0704,070401,188,141
P070401037,07,0704,070401,188,141
P070401038,07,0704,070401,188,141
P070401039,07,0704,070401,188,141
P070401040,07,0704,070401,198,149
P070401041,07,0704,070401,198,149
P070401042,07,0704,070401,198,149
P070401043,07,0704,070401,198,149
P070401044,07,0704,070401,198,149
P070401045,07,0704,070401,198,149
P070401046,07,0704,070401,198,149
P070401047,07,0704,070401,198,149
P070401048,07,0704,070401,208,156
P070401049,07,0704,070401,208,156
P070401050,07,0704,070401,208,156
P070401051,07,0704,070401,215,161
P070401052,07,0704,070401,215,161
P070401053,07,0704,070401,217,163
P070401054,07,0704,070401,217,163
P070401055,07,0704,070401,217,163
